BASE_YM,MDCL_TOID_CODE,MDCL_TOID_NM,MENU_LGLS_CODE,MENU_LGLS_NM,MENU_MDCL_CODE,MENU_MDCL_NM,MLE_Y20_BELO_SELG_AMNT,MLE_Y20_SELG_AMNT,MLE_Y30_SELG_AMNT,MLE_Y40_SELG_AMNT,MLE_Y50_SELG_AMNT,MLE_Y60_ANM_SELG_AMNT,WO_Y20_BELO_SELG_AMNT,WO_Y20_SELG_AMNT,WO_Y30_SELG_AMNT,WO_Y40_SELG_AMNT,WO_Y50_SELG_AMNT,WO_Y60_ANM_SELG_AMNT,AGEGRP_SEX_TOT_SELG_AMNT,MLE_Y20_BELO_USE_NCAS,MLE_Y20_USE_NCAS,MLE_Y30_USE_NCAS,MLE_Y40_USE_NCAS,MLE_Y50_USE_NCAS,MLE_Y60_ANM_USE_NCAS,WO_Y20_BELO_USE_NCAS,WO_Y20_USE_NCAS,WO_Y30_USE_NCAS,WO_Y40_USE_NCAS,WO_Y50_USE_NCAS,WO_Y60_ANM_USE_NCAS
202403,Q13,커피/음료,B,면류,B12,쫄면류,,32500,,,,,,,,35000,,,,,5,,,,,,,,5,,
202308,Q03,닭/오리요리,T,빵/과자류,T11,샌드위치류,,,,,,,,,,23500,,,,,,,,,,,,,4,,
202402,Q03,닭/오리요리,I,조림류,I01,수산물조림류,,,143000,521000,2060000,1417000,,,,351000,682256,440000,,,,9,31,84,119,,,,15,31,31
202406,Q08,유흥주점,W,음료류,W02,밀크티/버블티류,,86500,29000,18000,,,,325444,92542,,,,,,11,6,4,,,,43,13,,,
202404,Q14,패스트푸드,L,전/부침류,L01,해물전류,,,,,,,,,,,22000,,,,,,,,,,,,,4,
202401,Q14,패스트푸드,V,주류,V02,동동주/막걸리류,,,,,,,,,,,,,,,,,,,,,,,,,
202403,Q06,분식,T,빵/과자류,T05,머랭류,,,37200,186900,36600,,,109900,70400,181700,99900,,,,,6,33,6,,,17,19,39,17,
202307,Q07,양식,H,찜류,H03,육류찜류,,160800,,460000,760000,530000,,134000,223744,500000,300000,,,,6,,7,15,17,,5,11,10,5,
202309,Q08,유흥주점,T,빵/과자류,T38,푸딩류,,,,,,,,97500,,,,,,,,,,,,,13,,,,
202402,Q13,커피/음료,T,빵/과자류,T27,크레페류,,121500,183500,264000,102500,,54000,929500,381000,271800,232500,,,,11,19,32,12,,8,91,44,32,26,
202309,Q15,한식,T,빵/과자류,T21,찐빵류,,225000,120000,50000,,,,240000,450000,60000,,,,,45,24,10,,,,48,90,12,,
202308,Q01,간이주점,A,밥류,A02,그라탱/도리아류,,90000,223500,,,,,270000,,,,,,,5,10,,,,,15,,,,
202406,Q14,패스트푸드,L,전/부침류,L02,야채전/부침류,,,,,,,,95000,,,,,,,,,,,,,5,,,,
202403,Q12,중식,X,빙과류,X01,아이스크림류,5000,9000,101400,101700,66300,,,3500,46500,26600,26100,8000,,5,9,75,82,73,,,7,18,25,26,8
202312,Q06,분식,A,밥류,A06,리조또류,,,,56000,,,,,35200,,,,,,,,4,,,,,8,,,
202309,Q10,일식/수산물,T,빵/과자류,T32,토스트류,,,,,,,,,85000,,,,,,,,,,,,,5,,,
202403,Q15,한식,T,빵/과자류,T12,수플레류,,187000,420000,58000,62000,,,1318000,688000,195000,87000,,,,13,29,4,4,,,89,45,13,6,
202403,Q06,분식,T,빵/과자류,T35,프레첼류,,,,,,,,43200,14400,22500,36000,,,,,,,,,,12,4,8,8,
202309,Q04,별식/퓨전요리,P,냉채/무침류,P02,야채/채소무침류,,,,,,,,,16000,60000,25000,,,,,,,,,,,4,6,5,
202308,Q04,별식/퓨전요리,B,면류,B08,소바류,,805200,960800,496100,613300,587500,,1500200,1078814,489000,454200,342000,,,69,88,40,59,72,,127,86,41,37,34
202401,Q12,중식,N,회류,N02,수산물숙회류,,,,,,,,,,,,,,,,,,,,,,,,,
202404,Q12,중식,B,면류,B05,라멘류,,,,,,,,,,,,,,,,,,,,,,,,,
202309,Q05,부페,M,만두류,M04,김치만두류,,,,,,,,,,,,,,,,,,,,,,,,,
202406,Q08,유흥주점,A,밥류,A16,탕밥류,,115600,116000,,,,,,,,,,,,4,4,,,,,,,,,
202308,Q04,별식/퓨전요리,B,면류,B07,볶음면류,50500,414000,1137200,709300,194400,,,1806200,1318000,916900,653200,55400,,5,31,104,67,22,,,138,110,86,60,4
202307,Q14,패스트푸드,H,찜류,H01,수산물찜류,,,144000,139600,40000,,,126000,243000,64000,80000,104000,,,,8,16,5,,,7,14,8,10,13
202310,Q12,중식,T,빵/과자류,T06,바게트류,,,,,,,,,,,,,,,,,,,,,,,,,
202405,Q08,유흥주점,P,냉채/무침류,P03,육류무침류,,,96000,,,,,,,,,,,,,4,,,,,,,,,
202405,Q03,닭/오리요리,B,면류,B08,소바류,,35000,275000,314000,1188000,1219000,,,357000,418000,754000,916000,,,5,28,44,154,170,,,47,48,100,96
202307,Q08,유흥주점,D,국/탕/찌개/전골류,D01,국류,,,,,80000,,,,,,,,,,,,,8,,,,,,,
202308,Q09,음식배달서비스,D,국/탕/찌개/전골류,D07,찌개류,,,,,,,,,,,,,,,,,,,,,,,,,
202403,Q07,양식,V,주류,V08,전통주류,,,,,,,,,,,,,,,,,,,,,,,,,
202405,Q16,휴게소/대형업체,F,볶음류,F03,육류볶음류,,78000,,75400,40000,80000,,,87100,49400,,135200,,,6,,6,4,8,,,7,4,,11
202307,Q13,커피/음료,D,국/탕/찌개/전골류,D09,퐁듀류,,,,,39500,28000,,,49400,71420,49200,,,,,,,9,7,,,9,15,13,
202403,Q12,중식,H,찜류,H03,육류찜류,,110000,1092000,1296000,460000,760000,,653000,660000,537000,1050000,,,,4,60,59,22,38,,37,32,17,53,
202404,Q05,부페,G,튀김류,G04,가스류,,,,100000,48000,,,,,,,,,,,,12,6,,,,,,,
202310,Q05,부페,A,밥류,A08,백반류,,839000,2353000,3675600,5428400,3885000,,143000,450000,1088000,1717600,1010000,,,95,267,407,594,428,,15,51,98,159,115
202403,Q16,휴게소/대형업체,B,면류,B06,라면류,,301200,167400,410000,442100,89800,,329080,93900,211850,280800,42500,,,93,52,125,129,21,,100,26,64,86,12
202309,Q07,양식,R,묵류,R01,어묵류,,,82000,24000,45000,,,72000,46000,93000,49000,34000,,,,40,4,45,,,6,18,73,24,34
202405,Q07,양식,V,주류,V10,혼성주류,,,,,,,,,,,,,,,,,,,,,,,,,
202406,Q06,분식,T,빵/과자류,T09,번류,,,,14000,59500,,,12000,,25000,34000,28000,,,,,4,14,,,6,,5,8,8
202403,Q08,유흥주점,T,빵/과자류,T28,크로와상류,,,25900,,30100,,,82540,,,44000,,,,,5,,4,,,9,,,8,
202404,Q11,제과/제빵/떡/케익,T,빵/과자류,T01,(잉글리쉬)머핀류,,154000,409000,,346000,110000,,132000,299000,351700,189000,,,,7,19,,17,5,,6,14,23,9,
202310,Q03,닭/오리요리,B,면류,B07,볶음면류,,9856,18000,,,,,,72000,,,,,,5,6,,,,,,9,,,
202403,Q04,별식/퓨전요리,V,주류,V06,양주류,,24000,60000,,,,,30000,,,,,,,5,6,,,,,6,,,,
202309,Q14,패스트푸드,B,면류,B09,수제비류,,,,,,,,,,,,,,,,,,,,,,,,,
202307,Q03,닭/오리요리,V,주류,V01,고량주류,,,,,,196000,,,,,,,,,,,,,9,,,,,,
202404,Q14,패스트푸드,C,죽류,C01,수산물죽류,,,,,,192000,,,,,,,,,,,,,16,,,,,,
202308,Q06,분식,T,빵/과자류,T05,머랭류,,12000,,,,,9000,,,68200,,,,,6,,,,,5,,,28,,
202312,Q10,일식/수산물,T,빵/과자류,T14,식빵류,,,28800,87000,146400,83188,,,68600,58100,126600,129100,,,,4,12,21,12,,,9,8,17,18
202311,Q04,별식/퓨전요리,A,밥류,A15,컵밥류,,,,,,,,,,,,,,,,,,,,,,,,,
202307,Q09,음식배달서비스,F,볶음류,F03,육류볶음류,,,,,,,,,,,,,,,,,,,,,,,,,
202403,Q14,패스트푸드,B,면류,B11,중국식면류,,,,,,,,,,,35000,,,,,,,,,,,,,5,
202404,Q10,일식/수산물,A,밥류,A15,컵밥류,,66500,66500,38000,,,,85500,85500,24000,,,,,7,7,4,,,,9,9,5,,
202401,Q05,부페,A,밥류,A01,국밥류,,,36000,207000,233000,875000,,,,,36000,207000,,,,4,23,25,94,,,,,4,23
202405,Q06,분식,A,밥류,A06,리조또류,,,,,,,,,133760,,,,,,,,,,,,,11,,,
202401,Q01,간이주점,C,죽류,C01,수산물죽류,,133100,,,,,,59400,,,,,,,13,,,,,,6,,,,
202406,Q04,별식/퓨전요리,H,찜류,H04,김치찜류,,36000,164469,45000,131500,144000,,,,,45000,,,,4,11,5,14,11,,,,,5,
202402,Q11,제과/제빵/떡/케익,N,회류,N03,육류생회류,,,,,263823,,,,,,,,,,,,,9,,,,,,,
202406,Q07,양식,T,빵/과자류,T05,머랭류,,,,21000,,,,38000,72900,15000,14000,,,,,,6,,,,10,18,5,4,
202311,Q15,한식,W,음료류,W14,프라페류,,,,,,,,23600,,,,,,,,,,,,,4,,,,
202310,Q08,유흥주점,T,빵/과자류,T19,전통과자류,,,,,,,,,6000,,,,,,,,,,,,,4,,,
202312,Q08,유흥주점,T,빵/과자류,T04,마늘빵류,,,,,,,,,,,42000,,,,,,,,,,,,,7,
202401,Q13,커피/음료,A,밥류,A02,그라탱/도리아류,,,,,,,,,,,,,,,,,,,,,,,,,
202312,Q14,패스트푸드,T,빵/과자류,T12,수플레류,,328000,215500,184000,130000,,,533000,226500,269600,135500,,,,20,14,11,8,,,33,14,17,9,
202406,Q03,닭/오리요리,O,장/장아찌류,O01,수산물장류,,,,,,,,,,,,,,,,,,,,,,,,,
202403,Q15,한식,D,국/탕/찌개/전골류,D09,퐁듀류,,,42000,64000,54000,54000,,,,30000,42000,,,,,7,12,9,9,,,,5,7,
202309,Q08,유흥주점,T,빵/과자류,T27,크레페류,,,,,,,,,,,,,,,,,,,,,,,,,
202402,Q04,별식/퓨전요리,D,국/탕/찌개/전골류,D04,스튜류,,,,,,,,,,,,,,,,,,,,,,,,,
202307,Q04,별식/퓨전요리,B,면류,B05,라멘류,,,,,64000,,,,,115200,,,,,,,,5,,,,,9,,
202403,Q14,패스트푸드,L,전/부침류,L06,외국식전/부침류,8000,29000,,10000,,,,8000,,8000,,,,4,14,,5,,,,4,,4,,
202403,Q14,패스트푸드,T,빵/과자류,T38,푸딩류,,,,,,,,72000,,,,,,,,,,,,,11,,,,
202308,Q08,유흥주점,T,빵/과자류,T23,치아바타류,,,,,22500,,,,58000,26500,36000,,,,,,,5,,,,12,5,8,
202401,Q05,부페,R,묵류,R01,어묵류,,,,,,,,,,,,,,,,,,,,,,,,,
202405,Q06,분식,T,빵/과자류,T35,프레첼류,,,,9000,,,,39600,,,,,,,,,4,,,,11,,,,
202312,Q07,양식,L,전/부침류,L03,육전류,,,,115500,,,,,,,,,,,,,7,,,,,,,,
202310,Q02,고기요리,S,떡류,S02,호떡류,,9000,,,,,,,13500,24000,22500,,,,6,,,,,,,9,16,15,
202402,Q13,커피/음료,O,장/장아찌류,O01,수산물장류,,,,,,,,,,,,,,,,,,,,,,,,,
202312,Q06,분식,O,장/장아찌류,O02,게장류,,,,,,,,,,,,,,,,,,,,,,,,,
202402,Q05,부페,A,밥류,A04,덮밥류,,,234000,,,,,,,,64000,,,,,18,,,,,,,,8,
202309,Q04,별식/퓨전요리,S,떡류,S01,일반떡류,,,,,,,,,,29000,,,,,,,,,,,,,4,,
202401,Q07,양식,Q,김치류,Q01,배추김치류,,134000,623000,406600,188000,,,330500,501000,284000,111000,,,,12,65,41,17,,,36,38,24,14,
202309,Q04,별식/퓨전요리,E,구이류,E02,야채/채소구이류,,,,,,,,72000,,,72000,,,,,,,,,,4,,,4,
202403,Q07,양식,T,빵/과자류,T06,바게트류,,44000,56100,228200,165400,61600,,116350,171200,379450,300900,137700,,,11,25,113,59,11,,24,43,126,79,34
202309,Q14,패스트푸드,K,적/꼬치류,K02,야채/채소꼬치류,,14500,39800,,8500,,,31000,,26500,,,,,7,10,,7,,,25,,23,,
202308,Q15,한식,K,적/꼬치류,K02,야채/채소꼬치류,,,93000,58000,,,,,18000,9000,,,,,,24,20,,,,,9,9,,
202405,Q14,패스트푸드,E,구이류,E02,야채/채소구이류,,,,,,,,,,,61676,,,,,,,,,,,,,14,
202402,Q07,양식,K,적/꼬치류,K02,야채/채소꼬치류,,,,,,,,,,,,,,,,,,,,,,,,,
202312,Q06,분식,F,볶음류,F05,난볶음류,,,,,,,,,22000,,,,,,,,,,,,,5,,,
202310,Q09,음식배달서비스,D,국/탕/찌개/전골류,D07,찌개류,,,,,,,,,,,,,,,,,,,,,,,,,
202308,Q14,패스트푸드,H,찜류,H01,수산물찜류,,,72000,330000,,,,108000,,48000,104000,,,,,4,26,,,,6,,6,13,
202309,Q01,간이주점,T,빵/과자류,T21,찐빵류,,,10000,19000,,,,,,,,,,,,5,7,,,,,,,,
202309,Q11,제과/제빵/떡/케익,B,면류,B09,수제비류,,,,27600,158000,,,,,74000,132000,,,,,,4,23,,,,,10,16,
202405,Q02,고기요리,T,빵/과자류,T14,식빵류,,176000,,,45000,,,80000,69800,,,,,,22,,,9,,,10,20,,,
202404,Q15,한식,T,빵/과자류,T21,찐빵류,,180000,115000,55000,,36000,,155000,135000,45000,24000,,,,36,23,11,,6,,31,27,9,4,
202308,Q03,닭/오리요리,T,빵/과자류,T08,버거류,,16500,,,106200,,,,,,,,,,4,,,18,,,,,,,
202405,Q10,일식/수산물,A,밥류,A02,그라탱/도리아류,,78000,104000,127860,10600,,,234000,136000,221930,132900,,,,6,8,18,4,,,18,12,23,15,
202309,Q06,분식,Q,김치류,Q03,기타김치류,,,,,,,,,,,,,,,,,,,,,,,,,
202310,Q05,부페,P,냉채/무침류,P01,수산물무침류,,,,,,,,,,,,,,,,,,,,,,,,,
202312,Q12,중식,A,밥류,A05,도시락류,,256000,840000,528000,330500,,14000,291000,1018500,467000,298000,,,,75,224,162,102,,4,90,296,144,92,
202401,Q05,부페,D,국/탕/찌개/전골류,D05,스프류,,,,,,,,,,,,,,,,,,,,,,,,,
202308,Q04,별식/퓨전요리,T,빵/과자류,T30,타르트류,,,,,,,,,,,,,,,,,,,,,,,,,
202310,Q08,유흥주점,N,회류,N02,수산물숙회류,,,,,,,,,,,,,,,,,,,,,,,,,
202309,Q04,별식/퓨전요리,I,조림류,I02,야채/채소조림류,,,17600,,,,,,,,,,,,,4,,,,,,,,,
202401,Q08,유흥주점,T,빵/과자류,T06,바게트류,,,,,,,,,15600,,,,,,,,,,,,,4,,,
202405,Q16,휴게소/대형업체,G,튀김류,G03,육류튀김류,,63600,32000,56000,45300,,,63600,,58000,95900,,,,14,4,7,10,,,14,,9,18,
202403,Q03,닭/오리요리,T,빵/과자류,T21,찐빵류,,,,,,,,,,,,,,,,,,,,,,,,,
202405,Q02,고기요리,T,빵/과자류,T33,팥빵류,,,,,,,,,,33000,42900,,,,,,,,,,,,6,8,
202311,Q03,닭/오리요리,F,볶음류,F05,난볶음류,,,,,,,,,,,,,,,,,,,,,,,,,
202310,Q14,패스트푸드,B,면류,B03,당면류,,,,,,,,,,,,,,,,,,,,,,,,,
202406,Q14,패스트푸드,I,조림류,I01,수산물조림류,,,,,,,,,,,,,,,,,,,,,,,,,
202404,Q05,부페,M,만두류,M04,김치만두류,,,,,,,,,,,,,,,,,,,,,,,,,
202402,Q10,일식/수산물,O,장/장아찌류,O03,젓갈류,,,,,,,,,,,,,,,,,,,,,,,,,
202308,Q13,커피/음료,B,면류,B12,쫄면류,,,,,,,,,,26000,26000,,,,,,,,,,,,4,4,
202404,Q03,닭/오리요리,T,빵/과자류,T10,베이글류,,,,,,,,,,,,,,,,,,,,,,,,,
202307,Q04,별식/퓨전요리,T,빵/과자류,T37,핫도그류,,,,,,,,,,,,,,,,,,,,,,,,,
202406,Q05,부페,I,조림류,I01,수산물조림류,,,,,,,,,,,,,,,,,,,,,,,,,
202312,Q05,부페,M,만두류,M04,김치만두류,,,,,,,,,,,,,,,,,,,,,,,,,
202403,Q05,부페,V,주류,V07,와인류,,,,,,,,,,,,,,,,,,,,,,,,,
202311,Q13,커피/음료,M,만두류,M02,야채/채소만두류,,,,10000,,24000,,,,,,48000,,,,,4,,4,,,,,,8
202404,Q14,패스트푸드,T,빵/과자류,T38,푸딩류,,,,,,,,,,,,,,,,,,,,,,,,,
202309,Q07,양식,T,빵/과자류,T20,전통빵류,,,,,25300,51300,,,,32500,57800,39650,,,,,,4,8,,,,5,9,7
202405,Q07,양식,C,죽류,C02,야채/채소죽류,,,,,,,,,,,,,,,,,,,,,,,,,
202402,Q01,간이주점,T,빵/과자류,T38,푸딩류,,127600,116000,58000,29000,,,707600,156600,58000,34800,,,,22,20,10,5,,,122,27,10,6,
202405,Q09,음식배달서비스,B,면류,B11,중국식면류,,,29500,79000,39500,56000,,,,23000,,,,,,5,14,7,10,,,,4,,
202404,Q11,제과/제빵/떡/케익,H,찜류,H04,김치찜류,,,,,,,,,60000,60000,,,,,,,,,,,,5,5,,
202403,Q13,커피/음료,B,면류,B14,탕면류,,,,14000,,,,,,21200,,,,,,,4,,,,,,10,,
202310,Q14,패스트푸드,B,면류,B12,쫄면류,,,,42000,81600,,,,,,44000,,,,,,7,10,,,,,,5,
202403,Q05,부페,T,빵/과자류,T05,머랭류,,,,,,,,,,,,,,,,,,,,,,,,,
202310,Q05,부페,N,회류,N01,수산물생회류,,,,,,,,,,,,,,,,,,,,,,,,,
202405,Q16,휴게소/대형업체,M,만두류,M01,수산물만두류,,,,,,,,,,,,,,,,,,,,,,,,,
202406,Q12,중식,T,빵/과자류,T01,(잉글리쉬)머핀류,,,,,,,,,144000,,,,,,,,,,,,,8,,,
202309,Q08,유흥주점,H,찜류,H04,김치찜류,,119800,299400,80000,74900,,,672900,339600,109600,,,,,9,21,8,6,,,36,28,5,,
202309,Q07,양식,W,음료류,W08,이온음료류,,,,,,,,,,,,,,,,,,,,,,,,,
202308,Q15,한식,T,빵/과자류,T20,전통빵류,,63000,63000,119700,162980,282800,,37800,110940,163800,207224,226800,1376944,,10,10,19,26,43,,6,18,26,33,36
202309,Q12,중식,B,면류,B05,라멘류,,,,,,,,,,,,,,,,,,,,,,,,,
202401,Q13,커피/음료,K,적/꼬치류,K04,기타꼬치류,,,,,,,,,,,,,,,,,,,,,,,,,
202402,Q14,패스트푸드,I,조림류,I01,수산물조림류,,,,,,,,,,,,,,,,,,,,,,,,,
202309,Q14,패스트푸드,D,국/탕/찌개/전골류,D09,퐁듀류,,,,,,,,,,,,,,,,,,,,,,,,,
202310,Q05,부페,F,볶음류,F06,떡볶이류,,,,,,,,,,,,,,,,,,,,,,,,,
202309,Q14,패스트푸드,Q,김치류,Q02,무김치류,,,,,,,,,,,,,,,,,,,,,,,,,
202309,Q03,닭/오리요리,T,빵/과자류,T22,초콜릿류,,,,,,,,,,,,,,,,,,,,,,,,,
202308,Q09,음식배달서비스,A,밥류,A03,김밥류,,,,49000,,,,,,16000,,,,,,,15,,,,,,5,,
202307,Q12,중식,T,빵/과자류,T29,크림빵류,,,,,,,,,,,,,,,,,,,,,,,,,
202405,Q04,별식/퓨전요리,T,빵/과자류,T10,베이글류,,,,,,,,,,,,,,,,,,,,,,,,,
202307,Q09,음식배달서비스,I,조림류,I03,육류조림류,,,,,,,,,,,,,,,,,,,,,,,,,
202307,Q13,커피/음료,M,만두류,M04,김치만두류,,,49500,84000,71500,22000,,,,66000,64500,82500,,,,9,18,13,4,,,,12,12,15
202402,Q16,휴게소/대형업체,W,음료류,W08,이온음료류,,,,,6200,,,,,,,,,,,,,4,,,,,,,
202308,Q12,중식,T,빵/과자류,T11,샌드위치류,,17325,,,,18000,,28125,52325,21825,18000,,,,4,,,,4,,7,9,5,4,
202405,Q05,부페,A,밥류,A16,탕밥류,,,,,,,,,,,,,,,,,,,,,,,,,
202403,Q16,휴게소/대형업체,T,빵/과자류,T03,도넛류,,,,,,,,,,,,,,,,,,,,,,,,,
202401,Q03,닭/오리요리,T,빵/과자류,T21,찐빵류,,,,35000,,,,,,,32500,,,,,,5,,,,,,,5,
202311,Q12,중식,T,빵/과자류,T31,타코/브리또/또띠아/랩류,,,35300,,,,,,61900,,,,,,,5,,,,,,9,,,
202404,Q05,부페,D,국/탕/찌개/전골류,D03,샤브샤브류,,,,,,,,,,,,,,,,,,,,,,,,,
202401,Q12,중식,T,빵/과자류,T29,크림빵류,,,,,0,,,,,,,,,,,,,5,,,,,,,
202307,Q04,별식/퓨전요리,T,빵/과자류,T24,카스텔라류,,,,,,,,,,,,,,,,,,,,,,,,,
202312,Q11,제과/제빵/떡/케익,J,데침/삶음류,J02,야채/채소데침류,,,,,,,,,,100000,,,,,,,,,,,,,4,,
202403,Q10,일식/수산물,W,음료류,W14,프라페류,,,,,,,,,,,,,,,,,,,,,,,,,
202310,Q15,한식,T,빵/과자류,T12,수플레류,,384000,111000,48000,,,48000,1246000,473000,224000,,,,,30,9,4,,,4,95,35,17,,
202311,Q16,휴게소/대형업체,B,면류,B11,중국식면류,,,,,,,,,,,,,,,,,,,,,,,,,
202401,Q16,휴게소/대형업체,W,음료류,W09,전통음료류,,,,,,,,,,,,,,,,,,,,,,,,,
202404,Q14,패스트푸드,I,조림류,I01,수산물조림류,,,,,,,,,,,,,,,,,,,,,,,,,
202311,Q08,유흥주점,I,조림류,I01,수산물조림류,,,,,,,,,,,,,,,,,,,,,,,,,
202307,Q04,별식/퓨전요리,A,밥류,A02,그라탱/도리아류,,,,,,,,,,,,,,,,,,,,,,,,,
202405,Q12,중식,W,음료류,W03,생수류,,,9000,,,,,,,4000,,,,,,9,,,,,,,4,,
202312,Q08,유흥주점,T,빵/과자류,T07,발효빵류,,,,,,,,,,,,,,,,,,,,,,,,,
202406,Q06,분식,T,빵/과자류,T27,크레페류,,,,,,,,,,19600,24500,,,,,,,,,,,,4,5,
202406,Q12,중식,K,적/꼬치류,K04,기타꼬치류,,15000,,,,,,22000,,,,,,,15,,,,,,22,,,,
202309,Q11,제과/제빵/떡/케익,R,묵류,R02,야채/채소묵류,,,,,,,,,,,,,,,,,,,,,,,,,
202403,Q11,제과/제빵/떡/케익,A,밥류,A01,국밥류,,,,,,60000,,,,,,,,,,,,,5,,,,,,
202401,Q16,휴게소/대형업체,A,밥류,A14,초밥류,,,,,,,,,,,,,,,,,,,,,,,,,
202310,Q11,제과/제빵/떡/케익,A,밥류,A16,탕밥류,,40000,,72000,96000,,,,56000,88000,,,,,5,,9,12,,,,7,11,,
202308,Q11,제과/제빵/떡/케익,B,면류,B05,라멘류,,,,,,,,,,,,,,,,,,,,,,,,,
202405,Q16,휴게소/대형업체,F,볶음류,F04,김치볶음류,,,,,16800,,,,,,,,,,,,,6,,,,,,,
202311,Q06,분식,D,국/탕/찌개/전골류,D04,스튜류,,,,,,,,,,,,,,,,,,,,,,,,,
202406,Q03,닭/오리요리,T,빵/과자류,T30,타르트류,,,,,,,,16800,25200,,,,,,,,,,,,6,9,,,
202406,Q05,부페,O,장/장아찌류,O02,게장류,,,,,,,,,,,,,,,,,,,,,,,,,
202309,Q10,일식/수산물,S,떡류,S02,호떡류,,20000,32000,24000,,,,16000,,,,,,,5,8,6,,,,4,,,,
202402,Q12,중식,T,빵/과자류,T13,스콘류,,,,,,,,,,,,,,,,,,,,,,,,,
202312,Q05,부페,B,면류,B09,수제비류,,,36000,54000,99000,244000,,,,,108000,,,,,4,6,11,28,,,,,12,
202312,Q03,닭/오리요리,W,음료류,W14,프라페류,,,,,,,,,,,,,,,,,,,,,,,,,
202308,Q08,유흥주점,I,조림류,I01,수산물조림류,,,,,,,,,,,,,,,,,,,,,,,,,
202401,Q11,제과/제빵/떡/케익,H,찜류,H04,김치찜류,,,,,121000,198000,,,,,,,,,,,,11,18,,,,,,
202401,Q12,중식,O,장/장아찌류,O01,수산물장류,,,,,,,,,,,,,,,,,,,,,,,,,
202402,Q16,휴게소/대형업체,T,빵/과자류,T03,도넛류,,,,,,,,,,,,,,,,,,,,,,,,,
202402,Q05,부페,T,빵/과자류,T22,초콜릿류,,,,,,,,,,,,,,,,,,,,,,,,,
202401,Q12,중식,S,떡류,S02,호떡류,,,,,47500,,,,,,,,,,,,,19,,,,,,,
202308,Q02,고기요리,A,밥류,A15,컵밥류,,,,,,,,,,,,,,,,,,,,,,,,,
202312,Q02,고기요리,Q,김치류,Q03,기타김치류,,,,,,,,,,,,,,,,,,,,,,,,,
202404,Q16,휴게소/대형업체,N,회류,N01,수산물생회류,,,,,,,,,,,,,,,,,,,,,,,,,
202312,Q06,분식,K,적/꼬치류,K01,수산물꼬치류,,,,,,,,,19286,,9625,,,,,,,,,,,8,,4,
202402,Q04,별식/퓨전요리,T,빵/과자류,T23,치아바타류,,,,,,,,,16000,,,,,,,,,,,,,4,,,
202404,Q07,양식,K,적/꼬치류,K04,기타꼬치류,,,127000,231000,101000,,,,,173000,,,,,,5,9,4,,,,,7,,
202312,Q02,고기요리,T,빵/과자류,T22,초콜릿류,,,,,,,,,,,25000,,,,,,,,,,,,,5,
202310,Q10,일식/수산물,T,빵/과자류,T09,번류,,,,,,,,,,,,,,,,,,,,,,,,,
202311,Q05,부페,W,음료류,W08,이온음료류,,,,,,,,,,,,,,,,,,,,,,,,,
202308,Q04,별식/퓨전요리,D,국/탕/찌개/전골류,D09,퐁듀류,,,,,,,,,,,,,,,,,,,,,,,,,
202402,Q05,부페,T,빵/과자류,T26,쿠키류,,,,,,,,,,,,,,,,,,,,,,,,,
202402,Q05,부페,T,빵/과자류,T28,크로와상류,,,,,,,,,,,,,,,,,,,,,,,,,
202308,Q09,음식배달서비스,B,면류,B12,쫄면류,,,,64500,51600,,,,,,,,,,,,5,4,,,,,,,
202405,Q12,중식,T,빵/과자류,T15,와플류,,,,,,,,,,,,,,,,,,,,,,,,,
202308,Q02,고기요리,T,빵/과자류,T35,프레첼류,,,,,,,,,,37000,31840,,,,,,,,,,,,7,6,
202406,Q16,휴게소/대형업체,B,면류,B04,동남아식면류,,,,,,,,,,,,,,,,,,,,,,,,,
202307,Q05,부페,D,국/탕/찌개/전골류,D03,샤브샤브류,,,,,,,,,,,,,,,,,,,,,,,,,
202312,Q11,제과/제빵/떡/케익,I,조림류,I03,육류조림류,,132000,220000,,,,,,154000,,,,,,6,10,,,,,,7,,,
202310,Q10,일식/수산물,T,빵/과자류,T28,크로와상류,,,,,,,,,,,,,,,,,,,,,,,,,
202312,Q03,닭/오리요리,B,면류,B15,파스타/스파게티류,,167000,125000,87600,75000,13000,,157900,234000,93000,19000,,,,36,44,32,22,9,,15,33,15,13,
202401,Q03,닭/오리요리,E,구이류,E03,육류구이류,4147110,241725028,516258945,737372874,907572433,842076194,3499500,194567641,288375220,385530817,495164583,473497363,1019350503,305,16166,31894,45194,52874,39406,256,12930,17815,23565,28042,21228
202403,Q01,간이주점,G,튀김류,G02,야채/채소튀김류,4000,57468837,53751535,41426228,33873844,9327990,,42886674,24148773,15867793,11899175,2074720,,4,5502,5103,3992,3228,875,,4218,2391,1653,1151,189
202404,Q02,고기요리,V,주류,V03,맥주류,471000,191626135,570816608,695608633,761447593,500960636,400500,138490363,276833010,300541089,330723127,193791051,540333515,99,39390,116041,144669,160196,105982,87,27929,55805,62763,69864,41059
202307,Q06,분식,D,국/탕/찌개/전골류,D08,탕류,163500,5406000,15141200,23909933,35247500,32745003,337800,4937700,8116200,11340033,14907033,12005933,8102000,389,3053,3954,7144,5064,2729,1533,5067,3706,5364,3356,1095
202406,Q15,한식,W,음료류,W04,쉐이크류,,,,85873,,,,46000,,46300,,,,,,,16,,,,7,,10,,
